fdeefcc6406eb6afe01caf8492df7c12|Du hast verloren, weil du den Gegener unterschätzt hast.|du hast verloren, weil du den gegener unterschätzt hast.
5c55c0485c0a88aa9fcc0e0b82ac2b5b|Wenn er ihre Telefonnummer wüsste, könnte er sie anrufen.|wenn er ihre telefonnummer wüsste, könnte er sie anrufen.
852131f75e041c9acfd3b4f5641a8bc7|"Wir geben keine Rabatte, sagte die Frau streng. """"Egal wie wenig. Nun ziehen sie das Kostüm aus, das sie sich nicht leisten können."|"wir geben keine rabatte, sagte die frau streng. """"egal wie wenig. nun ziehen sie das kostüm aus, das sie sich nicht leisten können."
95875c81930417324d98ab72d606fe08|Das morgendliche Aufstehen der Kinder ist etwas, was die ganze Gemeinschaft betrifft. Eine Erziehungsreform wird nötig sein.|das morgendliche aufstehen der kinder ist etwas, was die ganze gemeinschaft betrifft. eine erziehungsreform wird nötig sein.
3d214136a36bab381db0f608e0e685b9|Woher soll ich wissen, was ich sage, bevor ich gehört habe, was ich denke?|woher soll ich wissen, was ich sage, bevor ich gehört habe, was ich denke?
9a8bd66c13381d2066e4cef62e20d942|"Muiriel hat mir versprochen, dass sie mir mit meinen Mathehausaufgaben hilft, wenn ich das Buch """"Das Bildnis des Dorian Gray"""" komplett auf Englisch lese."|"muiriel hat mir versprochen, dass sie mir mit meinen mathehausaufgaben hilft, wenn ich das buch """"das bildnis des dorian gray"""" komplett auf englisch lese."
051216bd6f179fccb9fd8b57eb1d1796|Wir erwarten von dir, dass du hältst, was du einmal versprochen hast.|wir erwarten von dir, dass du hältst, was du einmal versprochen hast.
d41c81616c42dd15567a1e6baddab8f4|Ich würde mich nicht wundern, wenn sie nach all dem kämen.|ich würde mich nicht wundern, wenn sie nach all dem kämen.
43ad4f540d7640fe8ba2e859ac16dc8f|Er hat sich verändert.|er hat sich verändert.
d080ab7417e1365111402cb1bb78feec|Es ist komisch, dass er immer noch nicht gekommen ist.|es ist komisch, dass er immer noch nicht gekommen ist.
5cabaedf7cfff36f93335bb6d9c322e1|Hast du sie schon kennengelernt?|hast du sie schon kennengelernt?
60b991c216c571e091dd0ebe2c541731|Wir akzeptieren eine Preisreduzierung um 5 %, wenn Ihnen das hilft, einen neuen Markt für unsere Produkte zu erschließen.|wir akzeptieren eine preisreduzierung um 5 %, wenn ihnen das hilft, einen neuen markt für unsere produkte zu erschließen.
cba55e5e51710de037b46b51753d7250|Du musst nach draußen gehen, wenn du rauchen willst.|du musst nach draußen gehen, wenn du rauchen willst.
dc326bc82c245929f7068e8efa6b3e43|"Goethes letzte Worte waren nicht """"Mehr Licht!"""", sondern was er im Sinn hatte zu sagen war """"Mer licht hier net guud."""", was Hessisch ist und so viel bedeutet wie """"Man liegt hier nicht gut.""""."|"goethes letzte worte waren nicht """"mehr licht!"""", sondern was er im sinn hatte zu sagen war """"mer licht hier net guud."""", was hessisch ist und so viel bedeutet wie """"man liegt hier nicht gut.""""."
a76d71148a633bafd0b525dcd9796fa8|Peter macht immer aus einem Maulwurfshügel einen Berg.|peter macht immer aus einem maulwurfshügel einen berg.
2eadea9f0dd3966a5eb73d63966e2f03|Sein Argument ist, dass Frauen nicht rauchen und trinken sollten.|sein argument ist, dass frauen nicht rauchen und trinken sollten.
8de1042f6efb8c8bcb4994e0b7d16187|Ich wickelte einen isolierten Draht um den Eisenkern.|ich wickelte einen isolierten draht um den eisenkern.
570caa934f6d321808f19b7a91123937|Wenn man sich oft mit ihnen austauscht und Beziehungen zu Leuten aus anderen Ländern und Kulturkreisen hat, lernt man viele Dinge, wenn auch manchmal nach Missverständnissen und Überraschungen.|wenn man sich oft mit ihnen austauscht und beziehungen zu leuten aus anderen ländern und kulturkreisen hat, lernt man viele dinge, wenn auch manchmal nach missverständnissen und überraschungen.
f40584476817abaa67d218e0134cad66|Sie hat viele Wettbewerbe gewonnen.|sie hat viele wettbewerbe gewonnen.
000c170bce7728c17447e01482c7703b|Man kann die Nutzer von Tatoeba in vier idealtypische Gruppen einteilen: Die Leser, die Autoren, die Übersetzer und die Korrekteure.|man kann die nutzer von tatoeba in vier idealtypische gruppen einteilen: die leser, die autoren, die übersetzer und die korrekteure.
e5b8aaff33a64fc37f12bc01777aba72|Du brauchst keine Angst zu haben, denn der Gott, von dem sie reden, existiert nicht; und wenn sie dir sagen, er existiere doch, dann irren sie sich entweder, oder sie gebrauchen das Wort »existieren« in einer anderen Bedeutung und treffen damit nur eine Aussage über sich selbst.|du brauchst keine angst zu haben, denn der gott, von dem sie reden, existiert nicht; und wenn sie dir sagen, er existiere doch, dann irren sie sich entweder, oder sie gebrauchen das wort »existieren« in einer anderen bedeutung und treffen damit nur eine aussage über sich selbst.
8322235285972c924af2d88803c305c0|Mein erster Eindruck war, dass er ein diplomatischer Politiker ist.|mein erster eindruck war, dass er ein diplomatischer politiker ist.
0f0f7a2e3412eda631c5ce54f3e81fdb|Ich habe mich entschlossen, auf die Feier zu gehen, aber ich freue ich mich nicht darauf.|ich habe mich entschlossen, auf die feier zu gehen, aber ich freue ich mich nicht darauf.
fc9306404e3d08b670935b7e34ad4e05|Was für eine Methode benutzt ihr, um eure Akten zu ordnen?|was für eine methode benutzt ihr, um eure akten zu ordnen?
5ab8bd3b06cf468c64f7ba5fa973ea30|Das Vietnam Veterans Memorial ehrt die Mitglieder der US-Streitkräfte, die im Vietnamkrieg kämpften.|das vietnam veterans memorial ehrt die mitglieder der us-streitkräfte, die im vietnamkrieg kämpften.
a6115aee197bf19f8eae880ff81423b9|Sie sind schwer krank.|sie sind schwer krank.
221332c19c0af759ce6779b37f43cc8d|Sie kann weder schreiben noch lesen.|sie kann weder schreiben noch lesen.
a0ff0f13a99bd8d08bbd7965b553fdaa|Ich schäme mich dafür, dass ich die Beherrschung verloren habe.|ich schäme mich dafür, dass ich die beherrschung verloren habe.
9545f2f20277c3450cec23bbe558ddbd|Er spielt den Unparteiischen und Unbefangenen, aber ich glaube, er ist einfach ein Typ ohne eigene Meinung.|er spielt den unparteiischen und unbefangenen, aber ich glaube, er ist einfach ein typ ohne eigene meinung.
707146c57a717be23d6e3708561097dc|Speicherseiten sind gewöhnlich mindestens 4 KiB groß, und Systeme mit großen virtuellen Adressbereichen oder großen Mengen an physikalischem Speicher benutzen im Allgemeinen noch größere Seitengrößen.|speicherseiten sind gewöhnlich mindestens 4 kib groß, und systeme mit großen virtuellen adressbereichen oder großen mengen an physikalischem speicher benutzen im allgemeinen noch größere seitengrößen.
35fac48d3c1f7652b174522e11271fe4|Dieser rote Pullover steht dir gut.|dieser rote pullover steht dir gut.
eb9130105d240533941a8e952b1a81c6|Sie hat sich entschieden und lässt sich nicht mehr davon abbringen.|sie hat sich entschieden und lässt sich nicht mehr davon abbringen.
f98df9579b01eb2dd5180a8d4be301a3|Ärzte empfehlen, drei Mahlzeiten am Tag zu sich zu nehmen.|ärzte empfehlen, drei mahlzeiten am tag zu sich zu nehmen.
ef7891479552d9e5f73c80d1bafe040e|Als ich jung war, übertrieb ich es mit den Beatles.|als ich jung war, übertrieb ich es mit den beatles.
23756ea69555bd3dd4f07f612302a0a4|Das Theaterstück kenne ich nicht, aber ich kenne den Verfasser gut.|das theaterstück kenne ich nicht, aber ich kenne den verfasser gut.
0f4afeda3863f44da32be471f4760323|Gerade was menschliche Stimmen angeht, haben Barock- und Renaissancemusik ein anderes Klangideal als klassische und romantische.|gerade was menschliche stimmen angeht, haben barock- und renaissancemusik ein anderes klangideal als klassische und romantische.
6a4e1c4e39c1fd54c43afe7cdc7f8cfb|Die Auslieferung der Waren erfolgte wegen des Sturms verspätet.|die auslieferung der waren erfolgte wegen des sturms verspätet.
b945743b962845497aa3f078dbd6ca05|Ich nehme den 10.30 Uhr-Zug.|ich nehme den 10.30 uhr-zug.
1d6dc4f77a3d89198623152d62fbe199|Hier regnet es.|hier regnet es.
9ad7e0d0d52552fb92d0f119e7236b3f|Ich weiß nicht mit Gewissheit, wann er kommen wird.|ich weiß nicht mit gewissheit, wann er kommen wird.
3735e645605146afca96a7a8ccb0b071|Räume uns bitte ein Zeitfenster von 20 bis 30 Minuten für unsere Präsentation ein.|räume uns bitte ein zeitfenster von 20 bis 30 minuten für unsere präsentation ein.
878147b5d2c3b56846bf6c90ccb39b3a|Man beweise, dass P eine partiell geordnete Menge ist.|man beweise, dass p eine partiell geordnete menge ist.
c18ff4a5a00159c24e6ecfc53460fa8b|Ich würde gern etwas mit dir besprechen.|ich würde gern etwas mit dir besprechen.
84d5c9054f6e5cd460314b7dd491e8c7|Ich muss seinen Erwartungen gerecht werden.|ich muss seinen erwartungen gerecht werden.
32263af5d85007e3bd4245267d8edb5b|Dank seines Reichtums konnte er Mitglied dieses Klubs werden.|dank seines reichtums konnte er mitglied dieses klubs werden.
612d2535b0b1413f2f68ee9b63acf7dc|Sie schufteten in den Fabriken.|sie schufteten in den fabriken.
ec04c90714aff5d597c75431040d74ac|Aus der Kräfte schön vereintem Streben erhebt sich, wirkend, erst das wahre Leben.|aus der kräfte schön vereintem streben erhebt sich, wirkend, erst das wahre leben.
c50302091d15fa4bab7d78ad02a56de6|Wie habe sie es geschafft, eine Aktenmappe in Ihrer Tasche unterzubringen?! fragte die Frau verblüfft.|wie habe sie es geschafft, eine aktenmappe in ihrer tasche unterzubringen?! fragte die frau verblüfft.
c4a439ab8f4cb4445420d0a8ca4865c1|"Unser Chef bestand auf dem Preis, erklärte die Ladeninhaberin. """"Aber wissen Sie, Sie brauchen mir die 0.99 nicht in Kopeken zu bezahlen. Wenn Sie wollen, können Sie mehr bezahlen."|"unser chef bestand auf dem preis, erklärte die ladeninhaberin. """"aber wissen sie, sie brauchen mir die 0.99 nicht in kopeken zu bezahlen. wenn sie wollen, können sie mehr bezahlen."
f76bc821b5830f87e39eb3daa18c2e5e|Sollte jemand während meiner Abwesenheit bei mir vorbeischauen, dann sag ihm, dass ich bald zurück sein werde.|sollte jemand während meiner abwesenheit bei mir vorbeischauen, dann sag ihm, dass ich bald zurück sein werde.
74037341943c3fcf6c81715fc57df25f|Er stand an der Mauer mit den Händen in seinen Taschen.|er stand an der mauer mit den händen in seinen taschen.
61759329cbe2fd112e754c898ec53109|Du bist immer fleißig wie eine Biene.|du bist immer fleißig wie eine biene.
db8750cadbac2284cb1e8cc4715176bc|Termiten essen Holz.|termiten essen holz.
32a9cdde61efefdd3fd10cb2b2a75dd4|Ihr müsst nicht sofort gehen.|ihr müsst nicht sofort gehen.
d5e14e7fe6470ab75f9106912b42e644|Ich bin hier wohl das dritte Rad am Wagen. Ich werde hier nicht gebraucht.|ich bin hier wohl das dritte rad am wagen. ich werde hier nicht gebraucht.
98cc13765b48a313ad0696745539c812|Blindenhunde helfen Blinden.|blindenhunde helfen blinden.
d4ed58141a2c87b7379d2dcbd7765f3b|Ich frage eure Seele und euer Bewusstsein: Wäre ein Leben ohne Todestrafe die Mühe wert?|ich frage eure seele und euer bewusstsein: wäre ein leben ohne todestrafe die mühe wert?
e3483001e3546b056ad51053c239d455|"Wenn mein Roboter eine Tirade loslässt, kann man das auch eine """"Robotirade"""" nennen?"|"wenn mein roboter eine tirade loslässt, kann man das auch eine """"robotirade"""" nennen?"
65a7b8156884a8504f0ca552405a6a21|Sofort nach dem Läuten kam der Lehrer in die Klasse.|sofort nach dem läuten kam der lehrer in die klasse.
b9cbb7edaa2ddc86cde61db0d1bbbb7c|Sie ging nicht weit.|sie ging nicht weit.
ad16ef5573b2b8c7a2681fb2e70575df|Ich habe meinen Füller verloren. Ich muss morgen einen kaufen.|ich habe meinen füller verloren. ich muss morgen einen kaufen.
ad33f318d71bd472514ae7be1b3d0835|Auf Erden sehen wir die Zeit fliegen; auf Bananen sehen wir die Fruchtfliegen.|auf erden sehen wir die zeit fliegen; auf bananen sehen wir die fruchtfliegen.
4d67455190778f46ae257a0235764d31|Frau Brown warnte Beth, dass sie, falls sie nicht ordentlich esse, dauerhaft übergewichtig sein werde.|frau brown warnte beth, dass sie, falls sie nicht ordentlich esse, dauerhaft übergewichtig sein werde.
3eeac9e5b34087d109176531304c2a96|Mathematiker sind kreative Künstler, ihre Kunstwerke raffinierte Gedankengebäude und ästhetische Beweise.|mathematiker sind kreative künstler, ihre kunstwerke raffinierte gedankengebäude und ästhetische beweise.
33518e4ffc0dc7440e8373d2ed3a7d75|Es wurde berichtet, dass ein Reisebus letzte Woche mit einem Geländewagen auf der Autobahn kollidierte.|es wurde berichtet, dass ein reisebus letzte woche mit einem geländewagen auf der autobahn kollidierte.
30fd3945304aada5036e8fdf169e4bd6|Da erst begriff er, dass er betrogen worden war.|da erst begriff er, dass er betrogen worden war.
7347db816070e81372ffbaf8af699f19|Zu unserer Erleichterung kam er sicher wieder zurück.|zu unserer erleichterung kam er sicher wieder zurück.
952aee743d1dfe97b0cf1a4299dec71e|Fußball ist beliebter als Baseball.|fußball ist beliebter als baseball.
bf0871fc14a098dd3fbd9a665afed46d|Ich sehe ihn ab und zu in der Bibliothek.|ich sehe ihn ab und zu in der bibliothek.
107ce3f002eeb2659ef047ca81f41aa3|Ein Schwall von Schweiß begann mein Gesicht herabzuströmen.|ein schwall von schweiß begann mein gesicht herabzuströmen.
9698a7b8c11bbd9667c705daf6866dd8|Der Unfall ereignete sich wegen eines Fehlers des Fahrers.|der unfall ereignete sich wegen eines fehlers des fahrers.
0d9ebe8423d64a2e02ded0cb996a1532|Als er versucht hat mich hereinzulegen, wollte ich ihm gerne eine runterhauen.|als er versucht hat mich hereinzulegen, wollte ich ihm gerne eine runterhauen.
b92774403faa08d3b3467c8237a29c5e|In einer Zeit, in der die Wissenschaft keine so wichtige Rolle spielte, war es kein Problem, die Wissenschaft den Wissenschaftlern zu überlassen.|in einer zeit, in der die wissenschaft keine so wichtige rolle spielte, war es kein problem, die wissenschaft den wissenschaftlern zu überlassen.
a584782672a03ad13e09ab6503eb0251|Als es aufgehört hatte zu regnen, ging er spazieren.|als es aufgehört hatte zu regnen, ging er spazieren.
21e9c8e362cf6ea7095f145d27e8b1fe|Ein ausschließlich verhaltensorientierter Ansatz zur Psychologie vernachlässigt familiäre Probleme, schulische Umstände und eine Menge weiterer Problemkreise, die das emotionale und psychologische Wachstum eines Kindes beeinträchtigen können.|ein ausschließlich verhaltensorientierter ansatz zur psychologie vernachlässigt familiäre probleme, schulische umstände und eine menge weiterer problemkreise, die das emotionale und psychologische wachstum eines kindes beeinträchtigen können.
2963f80fd3179ad04d584184c2bd26c9|Die dünne Linie zwischen Zurechnungsfähigkeit und Wahnsinn ist feiner geworden.|die dünne linie zwischen zurechnungsfähigkeit und wahnsinn ist feiner geworden.
890c0288d865a4daad08497724cd407e|Es ist schwierig, vier Dimensionen anschaulich zu machen.|es ist schwierig, vier dimensionen anschaulich zu machen.
334b61efbf8ee6e0a62b65d9578b5ea5|"Unter einer Obszönitätsklage vor Gericht gestellt, wurde die amerikanische Schauspielerin Mae West vom Richter gefragt, ob sie versuche, dem Gericht ihre Missachtung zu demonstrieren; worauf sie antwortete, """"Nein, Euer Ehren, ich versuche, sie nicht zu demonstrieren."|"unter einer obszönitätsklage vor gericht gestellt, wurde die amerikanische schauspielerin mae west vom richter gefragt, ob sie versuche, dem gericht ihre missachtung zu demonstrieren; worauf sie antwortete, """"nein, euer ehren, ich versuche, sie nicht zu demonstrieren."
a41ff408b14c6bc0b58c11e56c86cc97|Ich war enttäuscht von dem neuen Produkt.|ich war enttäuscht von dem neuen produkt.
2b2e730bacaa509487e2c7b2a26318a6|Sie mag Tiere, weißt du?|sie mag tiere, weißt du?
4d04326123daded4fcbfc0a61f99127c|Er wurde von vier Polizeibeamten mitten in der Nacht abgeführt.|er wurde von vier polizeibeamten mitten in der nacht abgeführt.
b21aec6309c290ea04a2cc75bec23857|Er ist egoistisch und gierig.|er ist egoistisch und gierig.
9d893f0d458753d7f520774183248312|Imogen aus dem Internet ist für Wikipedia noch nicht relevant, aber das ist eines der vielen Dinge, die sie erstrebt.|imogen aus dem internet ist für wikipedia noch nicht relevant, aber das ist eines der vielen dinge, die sie erstrebt.
44abe465984ca1c97e4904ad63808043|Kaum dass sie ins Bad gegangen war, klingelte der Postbote mit einem Paket.|kaum dass sie ins bad gegangen war, klingelte der postbote mit einem paket.
d5ccb6cfe57db2d66176f05c0129ac4f|Warum verabscheust du mich?|warum verabscheust du mich?
5c2fd2a0086c93c8eb6fb37df9ebcee7|Es ist wirklich kein großes Geheimnis, dass der richtige Zug in jeder Position der sichere Weg zum Sieg ist.|es ist wirklich kein großes geheimnis, dass der richtige zug in jeder position der sichere weg zum sieg ist.
8af019f9fdf15eaa6a900f5a14a2799f|Ich habe sie vergessen.|ich habe sie vergessen.
ea0d934e0b98a6d1e48c62f1a7ba6d65|Die Luft, die wir atmen, besteht aus Sauerstoff und Stickstoff.|die luft, die wir atmen, besteht aus sauerstoff und stickstoff.
989dcd7056153507e3068adc8bbdb017|Es ist mir egal, ob du gehst oder bleibst.|es ist mir egal, ob du gehst oder bleibst.
fa64f7442f01ce923b994defe1d81036|Die weißen Flecke sind von den Landkarten verschwunden. Sie siedelten in die Geschichtsbücher über.|die weißen flecke sind von den landkarten verschwunden. sie siedelten in die geschichtsbücher über.
